master_key,wt_name,wt_image,rw_name,rw_image_name,nation,wt_display_name_new,clean_key,stats_role,stats_rank,stats_br_rb,stats_max_speed,stats_climb,wiki_nation,wiki_friendly_name
bf_109f_2,Bf-109F-2,bf-109f-2.png,Bf-109F-2,RW_bf_109f_2_rw.png,Germany,Bf 109 F-2,bf109f2,Fighter,II,3,"at 5,000 m 614575639591 km/h",2016.724.116.7 m/s,Germany,Bf 109 F-2
bf_109f_4,Bf-109F-4,bf-109f-4.png,Bf-109F-4,RW_bf_109f_4_rw.png,Italy,Bf 109 F-4,bf109f4,Fighter,III,4,"at 6,000 m 665 km/h",16.3 m/s,USA,▃Bf 109 F-4
bf_109f_4_hungary,Bf-109F-4 Hungary,bf-109f-4_hungary.png,Bf-109F-4 Hungary,RW_bf_109f_4_hungary_rw.png,Germany,Bf-109F-4 Hungary,bf109f4,Fighter,III,4,"at 6,000 m 665 km/h",16.3 m/s,USA,▃Bf 109 F-4
bf_109f_4_trop,Bf-109F-4 Trop,bf-109f-4_trop.png,Bf-109F-4 Trop,RW_bf_109f_4_trop_rw.png,Germany,Bf 109 F-4/trop,bf109f4trop,Fighter,III,4,"at 5,800 m 658 km/h",16.4 m/s,Germany,Bf 109 F-4/trop
bf_109f_4_usa,Bf-109F-4 Usa,bf-109f-4_usa.png,Bf-109F-4 Usa,RW_bf_109f_4_usa_rw.png,Germany,Bf-109F-4 Usa,bf109f4,Fighter,III,4,"at 6,000 m 665 km/h",16.3 m/s,USA,▃Bf 109 F-4
bf_109g_10,Bf-109G-10,bf-109g-10.png,Bf-109G-10,RW_bf_109g_10_rw.png,Germany,Bf 109 G-10,bf109g10,Fighter,IV,5.7,"at 7,000 m 692644722662 km/h",21.816.928.416.9 m/s,Germany,Bf 109 G-10
bf_109g_14,Bf-109G-14,bf-109g-14.png,Bf-109G-14,RW_bf_109g_14_rw.png,Germany,Bf 109 G-14,bf109g14,Fighter,IV,5.3,"at 5,500 m 674618714644 km/h",21.816.329.816.3 m/s,Germany,Bf 109 G-14
bf_109g_14as,Bf-109G-14As,bf-109g-14as.png,Bf-109G-14As,RW_bf_109g_14as_rw.png,Italy,Bf 109 G-14/AS,bf109g14as,Fighter,IV,5.3,"at 7,000 m 698644737665 km/h",21.816.429.616.4 m/s,Italy,▄Bf 109 G-14/AS
bf_109g_2,Bf-109G-2,bf-109g-2.png,Bf-109G-2,RW_bf_109g_2_rw.png,Sweden,Bf 109 G-2/trop,bf109g2,Fighter,III,4.3,"at 6,700 m 696 km/h",23.1 m/s,Italy,◔Bf 109 G-2
bf_109g_2_finland,Bf-109G-2 Finland,bf-109g-2_finland.png,Bf-109G-2 Finland,RW_bf_109g_2_finland_rw.png,Germany,Bf-109G-2 Finland,bf109g2finland,Fighter,IV,4.3,"at 6,500 m 682642707659 km/h",23.119.527.719.5 m/s,Sweden,▄Bf 109 G-2
bf_109g_2_hungary,Bf-109G-2 Hungary,bf-109g-2_hungary.png,Bf-109G-2 Hungary,RW_bf_109g_2_hungary_rw.png,Germany,Bf 109 G-2 (Hungary),bf109g2,Fighter,III,4.3,"at 6,700 m 696 km/h",23.1 m/s,Italy,◔Bf 109 G-2
bf_109g_2_romania,Bf-109G-2 Romania,bf-109g-2_romania.png,Bf-109G-2 Romania,RW_bf_109g_2_romania_rw.png,Germany,Bf 109 G-2 (Romania),bf109g2romania,Fighter,III,4.3,"at 6,700 m 696 km/h",23.1 m/s,Germany,Bf 109 G-2
bf_109g_6,Bf-109G-6,bf-109g-6.png,Bf-109G-6,RW_bf_109g_6_rw.png,Sweden,Bf 109 G-6,bf109g6,Fighter,IV,4.7,"at 5,500 m 668616705635 km/h",19.51427.614 m/s,Germany,Bf 109 G-6
bf_109g_6_erla_finland,Bf-109G-6 Erla Finland,bf-109g-6_erla_finland.png,Bf-109G-6 Erla Finland,RW_bf_109g_6_erla_finland_rw.png,Sweden,Bf 109 G-6 Erla,bf109g6erlafinland,Fighter,IV,4.7,"at 5,500 m 668616705635 km/h",19.51427.614 m/s,Sweden,▄Bf 109 G-6 Erla
bf_109g_6_finland,Bf-109G-6 Finland,bf-109g-6_finland.png,Bf-109G-6 Finland,RW_bf_109g_6_finland_rw.png,Sweden,Bf 109 G-6 (Finland),bf109g6finland,Fighter,IV,4.7,"at 5,500 m 668616705635 km/h",19.51427.614 m/s,Sweden,▄Bf 109 G-6
bf_109k_4,Bf-109K-4,bf-109k-4.png,Bf-109K-4,RW_bf_109k_4_rw.png,Germany,Bf 109 K-4,bf109k4,Fighter,IV,5.7,"at 6,000 m 720 km/h",23.8 m/s,Germany,Bf 109 K-4
bf_109t_2,Bf 109T 2,bf_109t_2.png,Bf 109T 2,RW_bf_109t_2_rw.png,Germany,Bf 109 T-2,bf109t2,Fighter,II,3,"at 5,000 m 580 km/h",17.8 m/s,Germany,Bf 109 T-2
bf_109z,Bf-109Z,bf-109z.png,Bf-109Z,RW_bf_109z_rw.png,Germany,Bf 109 Z-1,bf109z,Fighter,IV,4.7,"at 6,500 m 712669739688 km/h",20.516.725.316.7 m/s,Germany,Bf 109 Z-1
bf_110_c_7,Bf 110 C-7,bf-110c-4.png,Bf 110 C-7,RW_bf_110_c_7.png,,Bf 110 C-7,bf110c7,Strike aircraft,II,2.7,"at 5,300 m 560 km/h",10.98 m/s,Germany,Bf 110 C-7
bf_110c_4,Bf-110C-4,bf-110c-4.png,Bf-110C-4,RW_bf_110c_4_rw.png,Germany,Bf-110C-4,bf110c4,Strike aircraft,II,2.7,"at 5,300 m 560 km/h",10.98 m/s,Germany,Bf 110 C-7
bf_110c_6,Bf-110C-6,bf-110c-6.png,Bf-110C-6,RW_bf_110c_6_rw.png,Germany,Bf 110 C-6,bf110c6,Strike aircraft,II,3,"at 5,300 m 545 km/h",10.8 m/s,Germany,Bf 110 C-6
bf_110f_2,Bf-110F-2,bf-110f-2.png,Bf-110F-2,RW_bf_110f_2_rw.png,Germany,Bf 110 F-2,bf110f2,Strike aircraft,II,3,"at 5,400 m 570 km/h",10.9 m/s,Germany,Bf 110 F-2
bf_110g_2,Bf-110G-2,bf-110g-2.png,Bf-110G-2,RW_bf_110g_2_rw.png,Germany,Bf 110 G-2,bf110g2,Strike aircraft,III,3.7,"at 6,200 m 595555619573 km/h",13.19.817.39.8 m/s,Germany,Bf 110 G-2
bf_110g_4,Bf 110G 4,bf_110g_4.png,Bf 110G 4,RW_bf_110g_4_rw.png,Italy,Bf 110 G-4,bf110g4,Strike aircraft,III,3.7,"at 6,200 m 591552616569 km/h",12.59.316.59.3 m/s,Italy,◔Bf 110 G-4
bf_110g_4_hungary,Bf 110G 4 Hungary,bf_110g_4_hungary.png,Bf 110G 4 Hungary,RW_bf_110g_4_hungary_rw.png,Germany,Bf 110 G-4,bf110g4,Strike aircraft,III,3.7,"at 6,200 m 591552616569 km/h",12.59.316.59.3 m/s,Italy,◔Bf 110 G-4
bf2c_1,Bf2C 1,bf2c_1.png,BF2C-1,RW_bf2c_1_rw.png,USA,BF2C-1,bf2c1,Fighter,I,1,"at 3,500 m 411387424400 km/h",14.211.816.612 m/s,USA,BF2C-1
bi,Bi,bi.png,BI,RW_bi_rw.png,USSR,BI,bi,Fighter,V,6.7,"at 2,000 m 799 km/h",100 m/s,USSR,BI
blenheim_mkiv,Blenheim Mkiv,blenheim_mkiv.png,Blenheim Mkiv,RW_blenheim_mkiv_rw.png,Great Britain,Blenheim Mk IV,blenheimmkiv,Bomber,I,1.3,"at 3,962 m 428394450409 km/h",7.64.811.44.8 m/s,Great Britain,Blenheim Mk IV
boomerang_mki,Boomerang Mki,boomerang_mki.png,Boomerang Mki,RW_boomerang_mki_rw.png,Great Britain,Boomerang Mk I,boomerangmki,Fighter,II,3,"at 5,100 m 491456513472 km/h",14.912.118.212.1 m/s,Great Britain,▄Boomerang Mk I
boomerang_mkii,Boomerang Mkii,boomerang_mkii.png,Boomerang Mkii,RW_boomerang_mkii_rw.png,Great Britain,Boomerang Mk II,boomerangmkii,Fighter,II,3,"at 5,100 m 491 km/h",14.9 m/s,Great Britain,▄Boomerang Mk II
boston_mk_1,Boston Mk 1,boston_mk_1.png,Boston Mk 1,RW_boston_mk_1_rw.png,Great Britain,Boston Mk I,bostonmk1,Bomber,II,2.3,"at 4,634 m 518487534502 km/h",11.59.313.89.4 m/s,Great Britain,▄Boston Mk I
br_20_dr,Br 20 Dr,br_20_dr.png,Br 20 Dr,RW_br_20_dr_rw.png,Italy,B.R.20DR,br20dr,Bomber,I,1.7,"at 4,000 m 430 km/h",4.6 m/s,Italy,B.R.20DR
br_20m_m1,Br 20M M1,br_20m_m1.png,Br 20M M1,RW_br_20m_m1_rw.png,Italy,B.R.20M M1,br20mm1,Bomber,I,1.7,"at 4,000 m 430 km/h",4.6 m/s,Italy,B.R.20M M1
br_693_ab2,Br 693 Ab2,br_693_ab2.png,Br 693 Ab2,RW_br_693_ab2_rw.png,France,Br.693AB2,br693ab2,Strike aircraft,I,1.7,"at 4,000 m 495 km/h",7.8 m/s,France,Br.693AB2
breda_88,Breda 88,breda_88.png,Breda 88,RW_breda_88_rw.png,Italy,Breda 88 (P.XI),breda88,Strike aircraft,I,1.7,"at 5,600 m 490 km/h",7.6 m/s,Italy,Breda 88 (P.XI)
brigand_b1,Brigand B1,brigand_b1.png,Brigand B1,RW_brigand_b1_rw.png,Great Britain,Brigand B 1,brigandb1,Bomber,III,4,"at 4,267 m 580539607556 km/h",14.71119.811 m/s,Great Britain,Brigand B 1
btd_1,Btd-1,btd-1.png,BTD-1,RW_btd_1_rw.png,USA,BTD-1,btd1,Bomber,III,4,"at 4,907 m 553516578530 km/h",9.16.811.66.9 m/s,USA,BTD-1
buccaneer_s1,Buccaneer S1,buccaneer_s1.png,Buccaneer S1,RW_buccaneer_s1_rw.png,Great Britain,Buccaneer S.1,buccaneers1,Strike aircraft,VI,8.7,"at 0 m 1,105 km/h",42.3 m/s,Great Britain,Buccaneer S.1
buccaneer_s2,Buccaneer S2,buccaneer_s2.png,Buccaneer S2,RW_buccaneer_s2_rw.png,Great Britain,Buccaneer S.2,buccaneers2,Strike aircraft,VI,9.3,"at 0 m 1,166 km/h",86.7 m/s,Great Britain,Buccaneer S.2
buccaneer_s2b,Buccaneer S2B,buccaneer_s2b.png,Buccaneer S2B,RW_buccaneer_s2b_rw.png,Great Britain,Buccaneer S.2B,buccaneers2b,Strike aircraft,VII,10.7,"at 0 m 1,166 km/h",86 m/s,Great Britain,Buccaneer S.2B
bv_138c_1,Bv-138C-1,bv-138c-1.png,Bv-138C-1,RW_bv_138c_1_rw.png,Germany,BV 138 C-1,bv138c1,Bomber,I,1.7,at 0 m 283253302266 km/h,2.20.640.6 m/s,Germany,BV 138 C-1
bv_155b_1,Bv-155B-1,bv-155b-1.png,Bv-155B-1,RW_bv_155b_1_rw.png,Germany,BV 155 B-1,bv155b1,Fighter,III,3.7,"at 15,500 m 695658722670 km/h",13.811.516.711.5 m/s,Germany,BV 155 B-1
bv_238,Bv-238,bv-238.png,BVÂ 238,RW_bv_238_rw.png,Germany,BV 238,bv238,Bomber,II,3.7,"at 6,600 m 421389439404 km/h",31.64.61.6 m/s,Germany,BV 238
c_202ec,C. 202EC,mc-202_ec.png,C. 202EC,RW_c_202ec.png,,C. 202EC,c202ec,Fighter,III,4,"at 5,000 m 571 km/h",13.4 m/s,Italy,C. 202EC
c_3604,C 3604,c_3604.png,â—ŒC-3604,RW_c_3604_rw.png,Germany,C-3604,c3604,Strike aircraft,II,2.7,"at 6,400 m 560 km/h",10.7 m/s,Germany,◌C-3604
canberra_bimk6,Canberra Bimk6,canberra_bimk6.png,Canberra Bimk6,RW_canberra_bimk6_rw.png,Great Britain,Canberra B (I) Mk 6,canberrabimk6,Bomber,V,8.3,"at 3,000 m 880 km/h",20 m/s,Great Britain,Canberra B (I) Mk 6
catalina_mk_iiia,Catalina Mk IIIa,pby-5a_raf.png,Catalina Mk IIIa,RW_catalina_mk_iiia.png,,Catalina Mk IIIa,catalinamkiiia,Bomber,I,1.7,"at 2,135 m 282248309257 km/h",5.12.68.62.6 m/s,,Catalina Mk IIIa
caudron_cr714,Caudron Cr714,caudron_cr714.png,Caudron Cr714,RW_caudron_cr714_rw.png,STILL_NOT_FOUND,C.R.714,caudroncr714,Fighter,I,1.3,"at 4,500 m 487445514462 km/h",9.36.513.16.5 m/s,France,C.R.714
cf_188a_canada,Cf 188A Canada,cf_188a_canada.png,Cf 188A Canada,RW_cf_188a_canada_rw.png,STILL_NOT_FOUND,CF-188A,cf188acanada,Fighter,VIII,12.7,"at 10,668 m 1,789 km/h",205 m/s,Great Britain,CF-188A
chesapeake_mk_i,Chesapeake Mk I,v_156_b1.png,Chesapeake Mk I,RW_chesapeake_mk_i.png,,Chesapeake Mk I,chesapeakemki,Bomber,I,1,"at 4,084 m 360 km/h",6.2 m/s,Great Britain,Chesapeake Mk I
cl_13_mk_4,CL-13 Mk.4,f-86_cl_13_mk4_italy.png,CL-13 Mk.4,RW_cl_13_mk_4.png,Italy,CL-13 Mk.4,cl13mk4,Fighter,V,8.3,"at 0 m 1,093 km/h",38 m/s,Italy,CL-13 Mk.4
corsair_fmk2,Corsair Fmk2,corsair_fmk2.png,Corsair Fmk2,RW_corsair_fmk2_rw.png,Great Britain,Corsair F Mk II,corsairfmk2,Fighter,II,2.7,"at 7,000 m 683633716655 km/h",12.48.816.98.8 m/s,Great Britain,▄Corsair F Mk II
cr_32,Cr 32,cr_32.png,Cr 32,RW_cr_32_rw.png,Italy,CR.32,cr32,Fighter,I,1,"at 3,100 m 372349380363 km/h",9.67.412.97.4 m/s,Italy,CR.32
cr_32_bis,Cr 32 Bis,cr_32_bis.png,Cr 32 Bis,RW_cr_32_bis_rw.png,Italy,CR.32 bis,cr32bis,Fighter,I,1.7,"at 3,100 m 356 km/h",9.25 m/s,Italy,CR.32 bis
cr_32_quater,Cr 32 Quater,cr_32_quater.png,Cr 32 Quater,RW_cr_32_quater_rw.png,Italy,CR.32 quater,cr32quater,Fighter,I,1,"at 3,100 m 350 km/h",9.6 m/s,Italy,CR.32 quater
cr42,CR.42,fiat_cr42_italy.png,CR.42,RW_cr42.png,,CR.42,cr42,Fighter,I,1.3,"at 5,200 m 429 km/h",17.2 m/s,Italy,CR.42
cw_21,Cw 21,cw_21.png,CW-21,RW_cw_21_rw.png,China,CW-21,cw21,Fighter,I,2.7,"at 3,700 m 505465529483 km/h",18.213.624.213.6 m/s,China,CW-21
d_371,D 371,d_371.png,D 371,RW_d_371_rw.png,France,D.371,d371,Fighter,I,1,"at 3,000 m 393361410377 km/h",14.29.721.39.7 m/s,France,D.371
d_371_hs9,D 371 Hs9,d_371_hs9.png,D 371 Hs9,RW_d_371_hs9_rw.png,France,D.371 H.S.9,d371hs9,Fighter,I,1.3,"at 5,000 m 400369417383 km/h",149.7209.7 m/s,France,D.371 H.S.9
d_373,D 373,d_373.png,D 373,RW_d_373_rw.png,France,D.373,d373,Fighter,I,1,"at 5,000 m 411378427397 km/h",15.711.722.511.7 m/s,France,D.373
d_500,D 500,d_500.png,D 500,RW_d_500_rw.png,France,D.500,d500,Fighter,I,1,"at 5,000 m 366349375357 km/h",12.510.414.810.4 m/s,France,D.500
d_501,D 501,d_501.png,D 501,RW_d_501_rw.png,France,D.501,d501,Fighter,I,1.3,"at 5,000 m 363347372354 km/h",12.510.514.710.5 m/s,France,D.501
d_510c,D 510C,d_510c.png,D 510C,RW_d_510c_rw.png,China,D.510C,d510c,Fighter,I,1.3,"at 3,200 m 394374406382 km/h",19.215.723.815.7 m/s,China,D.510C
d_520,D 520,d_520.png,D 520,RW_d_520_rw.png,Great Britain,D.520,d520,Fighter,II,3,"at 5,000 m 550 km/h",106.9 m/s,Great Britain,▄D.520
d_520_france,D 520 France,d_520_france.png,D 520 France,RW_d_520_france_rw.png,France,D.520 France,d520france,Fighter,II,3,"at 5,000 m 550 km/h",106.9 m/s,France,D.520
d_521,D 521,d_521.png,D 521,RW_d_521_rw.png,Great Britain,D.521,d521,Fighter,II,3,"at 6,500 m 570537591549 km/h",107.313.47.3 m/s,Great Britain,▄D.521
d3a1,D3A1,d3a1.png,D3A1,RW_d3a1_rw.png,Japan,D3A1,d3a1,Dive bomber,I,1.3,"at 2,320 m 382358397368 km/h",7.85.310.85.3 m/s,Japan,D3A1
d4y1,D4Y1,d4y1.png,D4Y1,RW_d4y1_rw.png,Japan,D4Y1,d4y1,Dive bomber,II,2,"at 4,750 m 552509582526 km/h",9.35.714.35.7 m/s,Japan,D4Y1
d4y2,D4Y2,d4y2.png,D4Y2,RW_d4y2_rw.png,Japan,D4Y2,d4y2,Dive bomber,II,2.3,"at 5,250 m 580540607558 km/h",10.97.814.67.8 m/s,Japan,D4Y2
d4y3,D4Y3,d4y3.png,D4Y3,RW_d4y3_rw.png,Japan,D4Y3 Ko,d4y3,Bomber,II,3,"at 6,050 m 574529605546 km/h",10.45.717.15.7 m/s,Japan,D4Y3 Ko
db_3a_china,Db 3A China,db_3a_china.png,Db 3A China,RW_db_3a_china_rw.png,STILL_NOT_FOUND,DB-3A,db3achina,Bomber,II,2.7,"at 6,250 m 406 km/h",9.3 m/s,China,␗DB-3A
db_3b,Db 3B,db_3b.png,DB-3B,RW_db_3b_rw.png,USSR,DB-3B,db3b,Bomber,II,,"at 6,250 m 411 km/h",9.8 m/s,USSR,DB-3B
db_7,Db 7,db_7.png,DB-7,RW_db_7_rw.png,Great Britain,DB-7,db7,Bomber,II,2.3,"at 2,895 m 491460506476 km/h",11.59.413.69.6 m/s,Great Britain,▄DB-7
dh_110_sea_vixen,Dh 110 Sea Vixen,dh_110_sea_vixen.png,Dh 110 Sea Vixen,RW_dh_110_sea_vixen_rw.png,STILL_NOT_FOUND,Dh 110 Sea Vixen,dh110seavixen,Fighter,V,9,"at 100 m 1,130 km/h",55 m/s,Great Britain,Sea Vixen F.A.W. Mk.2
do_17e_1,Do 17E 1,do_17e_1.png,Do 17E 1,RW_do_17e_1_rw.png,Germany,Do 17 E-1,do17e1,Bomber,I,1,at 0 m 357324379335 km/h,4.80.9100.9 m/s,Germany,Do 17 E-1
do_17z_2,Do 17Z 2,do_17z_2.png,Do 17Z 2,RW_do_17z_2_rw.png,Germany,Do 17 Z-2,do17z2,Bomber,I,1.7,"at 5,000 m 407369434382 km/h",10.26.7166.7 m/s,Germany,Do 17 Z-2
do_17z_7,Do 17Z 7,do_17z_7.png,Do 17Z 7,RW_do_17z_7_rw.png,Germany,Do 17 Z-7,do17z7,Fighter,I,1.3,"at 5,000 m 448 km/h",10.6 m/s,Germany,Do 17 Z-7
do_217e_2,Do 217E 2,do_217e_2.png,Do 217E 2,RW_do_217e_2_rw.png,Germany,Do 217 E-2,do217e2,Bomber,III,4.3,"at 5,100 m 482448501465 km/h",8610.26.1 m/s,Germany,Do 217 E-2
do_217e_4,Do 217E 4,do_217e_4.png,Do 217E 4,RW_do_217e_4_rw.png,Germany,Do 217 E-4,do217e4,Bomber,III,4.7,"at 5,100 m 482 km/h",8.6 m/s,Germany,Do 217 E-4
do_217j_1,Do 217J 1,do_217j_1.png,Do 217J 1,RW_do_217j_1_rw.png,Germany,Do 217 J-1,do217j1,Fighter,I,2,"at 5,500 m 452 km/h",5.9 m/s,Germany,Do 217 J-1
do_217j_2,Do 217J 2,do_217j_2.png,Do 217J 2,RW_do_217j_2_rw.png,Germany,Do 217 J-2,do217j2,Fighter,I,2.3,"at 5,500 m 469 km/h",5.9 m/s,Germany,Do 217 J-2
do_217k_1,Do 217K 1,do_217k_1.png,Do 217K 1,RW_do_217k_1_rw.png,Germany,Do 217 K-1,do217k1,Bomber,IV,4.7,"at 4,000 m 515 km/h",12.8 m/s,Germany,Do 217 K-1
do_217m_1,Do 217M 1,do_217m_1.png,Do 217M 1,RW_do_217m_1_rw.png,Germany,Do 217 M-1,do217m1,Bomber,IV,4.7,"at 5,700 m 560520584538 km/h",107.712.67.8 m/s,Germany,Do 217 M-1
do_217n_1,Do 217N 1,do_217n_1.png,Do 217N 1,RW_do_217n_1_rw.png,Germany,Do 217 N-1,do217n1,Fighter,II,2.3,"at 5,500 m 515477539494 km/h",6.84.59.44.6 m/s,Germany,Do 217 N-1
do_217n_2,Do 217N 2,do_217n_2.png,Do 217N 2,RW_do_217n_2_rw.png,Germany,Do 217 N-2,do217n2,Fighter,II,2.7,"at 5,500 m 515 km/h",6.8 m/s,Germany,Do 217 N-2
do_335a_0,Do 335A 0,do_335a_0.png,Do 335A 0,RW_do_335a_0_rw.png,Germany,Do 335 A-0,do335a0,Strike aircraft,III,4.7,"at 8,400 m 775 km/h",11.8 m/s,Germany,Do 335 A-0
do_335a_1,Do 335A 1,do_335a_1.png,Do 335A 1,RW_do_335a_1_rw.png,Germany,Do 335 A-1,do335a1,Strike aircraft,III,4.3,"at 7,000 m 755 km/h",12.9 m/s,Germany,Do 335 A-1
do_335b_2,Do 335B 2,do_335b_2.png,Do 335B 2,RW_do_335b_2_rw.png,Germany,Do 335 B-2,do335b2,Strike aircraft,IV,5.7,"at 7,400 m 789724835747 km/h",10.1517.85 m/s,Germany,Do 335 B-2
douglas_ad_2,Douglas Ad 2,douglas_ad_2.png,Douglas Ad 2,RW_douglas_ad_2_rw.png,STILL_NOT_FOUND,Douglas Ad 2,douglasad2,Strike aircraft,IV,5.7,"at 5,821 m 593550628562 km/h",1712.722.912.7 m/s,USA,AD-2
douglas_ad_4,Douglas Ad 4,douglas_ad_4.png,Douglas Ad 4,RW_douglas_ad_4_rw.png,STILL_NOT_FOUND,Douglas Ad 4,douglasad4,Strike aircraft,IV,,"at 5,821 m 587 km/h",15.5 m/s,USA,AD-4
douglas_ad_4_france,Douglas Ad 4 France,douglas_ad_4_france.png,Douglas Ad 4 France,RW_douglas_ad_4_france_rw.png,STILL_NOT_FOUND,AD-4,douglasad4france,Strike aircraft,IV,,"at 5,821 m 587542621562 km/h",15.511.520.911.5 m/s,France,▄AD-4
douglas_ad_4na_france,Douglas Ad 4Na France,douglas_ad_4na_france.png,Douglas Ad 4Na France,RW_douglas_ad_4na_france_rw.png,STILL_NOT_FOUND,Douglas Ad 4Na France,douglasad4nafrance,Strike aircraft,IV,6,"at 5,821 m 587542621562 km/h",15.511.520.911.5 m/s,France,▄AD-4NA
e7k2,E7K2,e7k2.png,E7K2,RW_e7k2_rw.png,Japan,E7K2,e7k2,Bomber,,,"at 4,000 m 412390426397 km/h",13.611.416.411.4 m/s,Japan,E7K2
e8n2,E8N2,e8n2.png,E8N2,RW_e8n2_rw.png,Japan,E8N2,e8n2,Bomber,,,"at 4,000 m 412389427397 km/h",13.610.617.910.6 m/s,Japan,E8N2
ef_2000_block_10,Ef 2000 Block 10,ef_2000_block_10.png,Ef 2000 Block 10,RW_ef_2000_block_10_rw.png,STILL_NOT_FOUND,Ef 2000 Block 10,ef2000block10,Fighter,IX,14.3,"at 11,000 m 2,149 km/h",315 m/s,Germany,◄EF-2000
ef_2000_fgr4,Ef 2000 Fgr4,ef_2000_fgr4.png,Ef 2000 Fgr4,RW_ef_2000_fgr4_rw.png,Germany,Ef 2000 Fgr4,ef2000fgr4,Fighter,IX,14.3,"at 11,000 m 2,149 km/h",315 m/s,Great Britain,Typhoon FGR.4
ef_2000a,Ef 2000A,ef_2000a.png,Ef 2000A,RW_ef_2000a_rw.png,Italy,EF-2000 (AESA),ef2000a,Fighter,IX,14.3,"at 11,000 m 2,149 km/h",315 m/s,Italy,F-2000A
er_2_ach30b_early,Er-2 Ach30B Early,er-2_ach30b_early.png,Er-2 Ach30B Early,RW_er_2_ach30b_early_rw.png,Japan,Yer-2 (ACh-30B) (e),er2ach30b,Bomber,IV,4.3,"at 6,000 m 415383434397 km/h",9.57.811.37.8 m/s,USSR,Yer-2 (ACh-30B) (l)
er_2_ach30b_late,Er-2 Ach30B Late,er-2_ach30b_late.png,Er-2 Ach30B Late,RW_er_2_ach30b_late_rw.png,USSR,Yer-2 (ACh-30B) (l),er2ach30b,Bomber,IV,4.3,"at 6,000 m 415383434397 km/h",9.57.811.37.8 m/s,USSR,Yer-2 (ACh-30B) (l)
er_2_m105_mv3,Er-2 M105 Mv3,er-2_m105_mv3.png,Er-2 M105 Mv3,RW_er_2_m105_mv3_rw.png,USSR,Yer-2 (M-105),er2m105mv3,Bomber,III,3.3,"at 4,000 m 445 km/h",9.6 m/s,USSR,Yer-2 (M-105)
er_2_m105_tat,Er-2 M105 Tat,er-2_m105_tat.png,Er-2 M105 Tat,RW_er_2_m105_tat_rw.png,USSR,Yer-2 (M-105) TAT,er2m105tat,Bomber,III,3.7,"at 4,000 m 445 km/h",9.6 m/s,USSR,Yer-2 (M-105) TAT
er_2_m105r_lu2b,Er-2 M105R Lu2B,er-2_m105r_lu2b.png,Er-2 M105R Lu2B,RW_er_2_m105r_lu2b_rw.png,USSR,Yer-2 (M-105R) LU,er2m105rlu2b,Bomber,III,3.7,"at 4,000 m 445415462428 km/h",9.67.811.67.9 m/s,USSR,Yer-2 (M-105R) LU
er_2_m105r_tat,Er-2 M105R Tat,er-2_m105r_tat.png,Er-2 M105R Tat,RW_er_2_m105r_tat_rw.png,USSR,Yer-2 (M-105R) TAT,er2m105rtat,Bomber,III,3.7,"at 4,000 m 445 km/h",9.6 m/s,USSR,Yer-2 (M-105R) TAT
etndard_4m,Etndard 4M,etndard_4m.png,Etndard 4M,RW_etndard_4m_rw.png,France,Etendard IVM,etndard4m,Strike aircraft,VI,9,"at 0 m 1,100 km/h",95 m/s,France,Etendard IVM
f_100a_china,F-100A China,f-100a_china.png,F-100A China,RW_f_100a_china_rw.png,China,F-100A,f100achina,Fighter,VI,9.3,"at 10,671 m 1,458 km/h",132 m/s,China,␗F-100A
f_100d,F-100D,f-100d.png,F-100D,RW_f_100d_rw.png,France,F-100F,f100d,Fighter,VI,9.3,"at 10,667 m 1,433 km/h",105 m/s,USA,F-100D
f_100d_france,F-100D France,f-100d_france.png,F-100D France,RW_f_100d_france_rw.png,USA,F-100D,f100dfrance,Fighter,VI,9.3,"at 10,667 m 1,433 km/h",105 m/s,France,▄F-100D
f_100f_china,F 100F China,f_100f_china.png,F 100F China,RW_f_100f_china_rw.png,China,F-100F,f100fchina,Fighter,VI,9.3,"at 10,671 m 1,458 km/h",132 m/s,China,␗F-100F
f_104a,F-104A,f-104a.png,F-104A,RW_f_104a_rw.png,China,F-104A,f104a,Fighter,VI,,"at 10,668 m 2,149 km/h",235 m/s,USA,F-104A
f_104a_china,F-104A China,f-104a_china.png,F-104A China,RW_f_104a_china_rw.png,USA,F-104A,f104achina,Fighter,VI,9.3,"at 10,668 m 2,149 km/h",220 m/s,China,␗F-104A
f_104c,F-104C,f-104c.png,F-104C,RW_f_104c_rw.png,USA,F-104C,f104c,Fighter,VI,9.3,"at 10,668 m 2,142 km/h",235 m/s,USA,F-104C
f_104g,F-104G,f-104g.png,F-104G,RW_f_104g_rw.png,Italy,F-104G (Germany),f104g,Fighter,VI,11,"at 15,240 m 2,387 km/h",260 m/s,Italy,▄F-104G
f_104g_belgium,F-104G Belgium,f-104g_belgium.png,F-104G Belgium,RW_f_104g_belgium_rw.png,Germany,F-104G,f104gbelgium,Jet fighter,VII,11,"at 15,240 m 2,387 km/h",260 m/s,France,▄F-104G
f_104g_china,F-104G China,f-104g_china.png,F-104G China,RW_f_104g_china_rw.png,USA,F-104G,f104gchina,Fighter,VII,10.7,"at 15,240 m 2,410 km/h",262 m/s,China,␗F-104G
f_104g_italy,F-104G Italy,f-104g_italy.png,F-104G Italy,RW_f_104g_italy_rw.png,Germany,F-104G,f104g,Fighter,VI,11,"at 15,240 m 2,387 km/h",260 m/s,Italy,▄F-104G
